firma,adresse,postcode,city,geometry,phone,Ackerland,Hopfen,Gruenland,Wald,Gemuese,Energie,Obst,Blumen,Gewuerze,Wein
Koller Thomas,Bayerbacher Straße 14,84092,Greilsberg,POINT (48.7335655 12.2902443),0171-5664286,< 100,,,< 50,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Mayerhofer Agrar GbR,Parschalling 10,94496,Ortenburg,POINT (48.5356259 13.1709963),0151-17438391,< 500,,,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Hof Albersmeier,Hüttinghauser Weg 10,59510,Lippetal,POINT (51.6294926 8.1331979),02921-55333,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Gramling,Dörnishof 1,74747,Ravenstein,POINT (49.400651749999994 9.465738699999992),0174-3098275,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Matthias Klingert,Schulstraße 2,97922,Lauda-Königshofen/Oberlauda,POINT (49.56690985 9.678647948532086),09343-8834,,,,,,,,,,
Geißendörfer GbR,Freudenbach 26/1,97993,Creglingen,POINT (49.4711499 10.0962969),07933-7006074,,,,,,,,,,
Hof Aischland Milch GbR,Hof Aischland 1,97990,Weikersheim,POINT (49.4725366 9.9058049),07934-7440,,,,,,,,,,
O + R Schreck GbR,Schützenbaum 23,97953,Gissigheim,POINT (49.5906345 9.5899409),09340-95015,,,,,,,,,,
Siegfried Bruder,Oberrimbach 15,97993,Creglingen,POINT (49.4072288 10.0566606),07939-786,,,,,,,,,,
Reinhard Friedrich,Ermershausen 6,97996,Niederstetten,POINT (49.3789371 9.8841883),07932-485,,,,,,,,,,
Herlighof,Herlighof,88524,Dieterskirch,POINT (48.18199025 9.635316281784014),07374-532,,,,,,,,,,
Gerhard Lohr,Kapellenstraße 15,88639,Wald-Ruhstetten,,07578-1313,,,,,,,,,,
Linsenberghof,Brunnengasse 37,72574,Bad Urach,POINT (48.4804761 9.4628939),07125-2473, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Burkhard Monninger,Schleifweghöfe 4,75050,Gemmingen,POINT (49.152716 9.008243948050453),07267-1345,< 100,,,,,,,,,
Taxis AgriKa GbR,Birkenteich 2,73566,Bartholomä,,07173-71393,,,,,,,,,,
Hof Rixen,Dorfstraße 5,24582,Wattenbek,POINT (54.1636525 10.0541591),04322-6589,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Hof Telge,Dammstraße 2,38108,Braunschweig,POINT (52.31488255 10.609903917530218),0170-7340490,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Jürgen Rüdt,Hülben 3,71254,Ditzingen,POINT (48.8142793 9.055226332061503),07156-18586,,,,,,,,,,
Landwirtschaftsbetrieb Christian Stoewenau,Triftgang 1,31246,Gadenstedt,POINT (52.24355235 10.214579516445653),05172-37351,,,,,,,,,,
Lehmenkühler Rotgeri GbR,Hölter Weg 59,59590,Geseke,POINT (51.62649305 8.558021284087669),,< 500,,,,< 50,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Obstbau Körner,Ludwigsburger Straße 37,71522,Backnang,POINT (48.97130805 9.433878649615913),07191-960498, < 50,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 50,,,
Ramsenhof,Musterstraße,00000,Musterstadt,,,,,,,,,,,,
Pro Grano GbR,Wolfstraße 6,38302,Wolfenbüttel ,POINT (52.1946854 10.587442305195845),05331-978780,,,,,,,,,,
"Wolter GbR, Landwirtschaft",Bauernstraße 49,39343,Eimersleben,POINT (52.22046565 11.200750398154058),039052-344,,,,,,,,,,
bauer-giffhorn,Im Dorfe 2,38173,Volzum,POINT (52.1960729 10.657851),,< 500,,< 50,< 50,< 5,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Stefan Werres,Weilerhof 2b,53859,Niederkassel,POINT (50.8342566 7.0503759),0151-56641950,< 500,,,,,,,,,
ABG Baum-Kupfer-Zaiser,Stuttgarter Straße 62,71701,Schwieberdingen,POINT (48.87510025 9.08005277192216),,,,,,,,,,,
Spargelhof Mager,Mühlstraße 16a,64331,Weiterstadt,POINT (49.9318164 8.6049487),,< 500,,,,< 100,,< 50,,,
Winkler ,Fayencestraße 78,73479,Ellwangen (Jagst),POINT (48.95149555 10.109815208408605),07961-9335128 , < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Edgar Müller,Edensbach 111,88289,Waldburg,POINT (47.7590506 9.738175835011376),07529-911133,,,,,,,,,,
"Hans Sickinger, Sicking",Sicking 4,94099,Ruhstorf,POINT (48.4842883 13.294541),,,,,,,,,,,
Hof Schmidt,Büchener Landstraße 2,23899,Besenthal,,04547-273, < 50,,< 50,,< 10,,,,,
"Seifert, Hötzum",Brunnenstraße 8,38173,Hötzum,POINT (52.223331 10.61555375),05305-3346,< 500,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Weber GbR,Humbrechts 3,88239,Wangen,POINT (47.685042949999996 9.795529695235775),, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
"Familie Kuhrmeier, Mölme",Mölmer Ring 1,31185,Söhlde-Mölme,POINT (52.2175726 10.1616158),05129-355,< 100,,,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Rinnen-Agrar KG,August-Blepp-Str. 10,72367,Weilen u.d.R.,,07427-8263,,,< 100,,,,,,,
BioAlb Weidefleisch KG,Brühlstr. 3,72365,Ratshausen,POINT (48.1950061 8.794456400000001),07427-8263,,,< 100,,,,,,,
Alfons Weißenberger,Taubenbrunnen 4,97534,Waigolshausen-Theilheim,POINT (49.9411841 10.1473619),09384-1545,,,,,,,,,,
Fuchs GbR,Schnaidt 5,88260,Argenbühl,POINT (47.6856587 9.938329786414174),07566-1371,,,,,,,,,,
Waidelich,Uhlandstraße 47,72336,Balingen-Ostdorf,POINT (48.29761945 8.843686949999999),01520-5707001,,,,,,,,,,
Agrarvereinigung Toddin eG,Toddiner Straße 5,19230,Pätow- Steegen,POINT (53.40072085 11.138921868569911),038835-10045,< 2000,,< 500,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Bauernlädle Eisenmenger,Pulverdingen 11,71665,Vaihingen an der Enz,POINT (48.906046849999996 9.023973053643928),0160-97375381,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hof Christian Sell,Neue Straße 8,38173,Veltheim,POINT (52.2184396 10.6800593),05305-202039,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Schnitzbiegel-Hof Schmiden,Bühnerstraße 11,70736,Fellbach-Schmiden,POINT (48.8341165 9.2622003),0711-514589,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Ziesel GbR,Kreuzstraße 14,88450,Berkheim,POINT (48.06713265 10.071491121499587),07354-91862,,,,,,,,,,
Johannes Baur,Gut Baumgries,89561,Eglingen,POINT (48.72423275 10.456937233187023),07327-362,,,,,,,,,,
Josef Höckmeier,Emmeramstraße 9,85283,Wolnzach,POINT (48.58045625 11.574852303924303),08442-953046,< 500,< 50,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Eberhard Reichenecker,Am Blasenberg 1,72574,Bad Urach-Sirchingen,,07125-407493, < 50,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Karl-Adolf u. Maria Kremer,Hof Lindenau 1,52441,Linnich-Kofferen,,02462-2125,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Mietpark Ernst Grömer,Redingerstraße 2,94152,Neuhaus,POINT (48.4276037 13.399141),08538-487, < 50,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Schäfer´s Hofkäse,Karl-Hiller-Straße 6,72160,Horb-Betra,POINT (48.4110986 8.66445911173028),07482-7665,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Oberwiesachhof,Oberwiesachhof,72131,Ofterdingen,POINT (48.413428249999996 9.017967837274664),0177-3103655,< 500,,< 100,,,"<span class=""textformatter-list"">Biogas</span>",,,,
Ebke-Kiel,Im Kirchfeld 16,32130,Enger,POINT (52.1611764 8.54626555935441),0172-4058884, < 50,,< 50,< 50,,,,,,
Thoma,Lindenweg 3,97944,Boxberg-Windischbuch,POINT (49.435691399999996 9.623184158483621),07930-2495,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Ludwig Ober,Quick 137,84508,Burgkirchen,POINT (48.140203 12.7629127),, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Huber GbR,Haid 74,84577,Tüßling,POINT (48.1983974 12.609643591742136),08633-7358,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Lutz Agrar GbR,Friedrichstraße 41,72131,Ofterdingen,POINT (48.4258476 9.030773856205691),0172-7434191,,,,,,,,,,
Schneider Landwirtschafts GbR,Gogelhopfengasse 6,73485,Zipplingen,POINT (48.921987099999996 10.406321604262525),,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Buchhof Milch,Buchhöfe 5+6,72160,Horb am Neckar,POINT (48.4179608 8.7028336),07451-555682,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Bauernhof Hegger Der Hofladen,Hardt 26,47877,Willich,POINT (51.2498457 6.6190567),02159911603, < 50,,< 50,< 50,< 5,,,< 5,,
Alois und Stefan Gerig GbR,Schlempertshof 6,74746,Höpfingen,POINT (49.61526545 9.41417196199738),06283-328,,,,,,,,,,
Ferkelhof Müller KG,Stiftsgrundhof 7,71522,Backnang,POINT (48.907572200000004 9.417140668595827),, < 50,,,,,,,,,
Urban Messner,Breitenberghof,78073,Oberbaldingen,,07706-5421,,,,,,,,,,
Harald Gronbach,Mittlere Au 2,74564,Crailsheim,,07951-43613, < 50,,< 100,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Jutta und Alexander Buhles GbR,Schmiedeecke 1,36284,Hohenroda,POINT (50.8453265 9.914321621587678),06629-919300,< 500,,,,,,,,,
Gleistal-Agrar eG Golmsdorf,Kirchweg 8,07751,Golmsdorf,POINT (50.9705345 11.670052),036427-8750,< 2000,,< 2000,< 50,,"<span class=""textformatter-list"">Biogas, Sonstige</span>",,,,
Harald und Gundela Lüders GbR,Ernst-Thälmann-Straße 23,39393,Barneberg,POINT (52.1218378 11.07471143112783),039402-989803,< 2000,,,,,,,,,
Denecke,Enzenweiler 2,74575,Schrozberg,POINT (49.367044 10.106303395680946),07939-393, < 50,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 5,< 5,< 1,
Ferdinand Kreidler,Haidenhof 9,72160,Horb-Diessen,POINT (48.4284908 8.5914454),07482-913372,,,,,,,,,,
Steinle GbR,Obere Gasse 6,89604,Allmendingen,POINT (48.3128606 9.7328548),07391-53528,,,,,,,,,,
Walter Leibfried,Schwanheimer Straße 22,74867,Neunkirchen,POINT (49.390189750000005 9.00527280730088),06262-1771,,,,,,,,,,
Landwirtschaft Linne,Dorfstraße 15,38321,Sottmar,POINT (52.126087999999996 10.619195358698581),05337-925715,< 500,,,,,"<span class=""textformatter-list"">Biogas</span>",,,,
Andreas Holz,Irmannsweiler 7,73566,Bartholomä,POINT (48.7560574 10.0214331),07173-7156000,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Claus &amp; Elke Berlet GbR,Wippershain,36277,Schenklengsfeld,POINT (50.8317541 9.7723008),06621-7966775,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Trick GbR,Hochwaldstraße 58,72275,Alpirsbach,POINT (48.31430095 8.44617060817779),07444-916150, < 50,,< 100,< 100,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Senftl Josef und Sohn GbR,Tegernbach 3,84546,Egglkofen,POINT (48.38812005 12.457147550000002),,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Helmut Kreiselmeier,"Frauental 78, Seewiesenhof",97993,Creglingen,POINT (49.4969706 10.0901567),07933-872, < 50,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
"Kraus Josef, beim Both",Schloßstraße 8a,85737,Ismaning,POINT (48.2292847 11.6738483),089-968521,< 100,,,,< 5,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Frank Spörner,Bettenfeld 7,91541,Rothenburg ob der Tauber,POINT (49.3416559 10.1279641),,,,,,,,,,,
Brenz GbR,Brüchlingen 22,74572,Blaufelden,POINT (49.29663085 9.865592954249813),07952-7033,,,,,,,,,,
K + M Gerlinger GbR,Könbronn 6,74575,Schrozberg,POINT (49.3548301 9.96961175),07935-473,,,,,,,,,,
Humpfer Joachim BGA,Standorf 5,74575,Schrozberg,POINT (49.3358013 10.101021796809817),07939-306,,,,,,,,,,
Mast KG in der Au,Könbronn 12,74575,Schrozberg,POINT (49.35328585 9.970260609479272),07935-726440,,,,,,,,,,
Bruns-Hellberg,Hellberg 11,29693,Böhme,POINT (52.7787196 9.5547022),05164-800490, < 50,,< 50,< 500,,,,,,
Thomas + Helmut Gahse GbR,Riedhöfe 5,74211,Leingarten,POINT (49.140852 9.092327276464646),07131-402076,,,,,,,,,,
Andreas Jopp,Im Kornfeld 9,71696,Möglingen,POINT (48.86771195 9.136338880113637),, < 50,,< 50,,< 5,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",< 5,< 5,,
Esser Rainer,Kirchstraße 47,52385,Nideggen,POINT (50.6726964 6.5126181),02427-6240,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Lödderitz &amp; Breitenhagen GbR,Calbenser Weg 8,39240,Barby,POINT (51.8821301 11.950456),039294-20237,,,,,,,,,,
Ulrich Hauser,Steinerstraße 8,75239,Eisingen,POINT (48.9482585 8.6677932),07232-383187,,,,,,,,,,
Riedl Thomas,Hissenau 1,94081,Fürstenzell,POINT (48.5331605 13.2919872),08502-229,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Maushammer,Unterschellhart 1,84164,Moosthenning,POINT (48.6897898 12.4612962),, < 50,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Jochen Strötker,Dorfstraße 11,39240,Calbe,POINT (51.9068563 11.827611),039291-2198,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Lindenhof GbR,Reustener Weg 101,72119,Ammerbuch,POINT (48.55331615 8.957731396559602),,< 500,,< 100,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",< 5,< 5,,
Christian Oßwald,Hauptstraße 48,39240,Groß Rosenburg,POINT (51.9160728 11.8873114),,,,,,,,,,,
Bernhard Schließer,In Auttagershofen 10,88489,Wain,POINT (48.1946282 10.023737349598361),07353-2827,,,,,,,,,,
Hof am Leispel ,Holzstraße 26,89558,Böhmenkirch,POINT (48.68747175 9.930055450000001),07332-3279,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Wieser KG,Bruckstraße 60,74564,Tiefenbach,POINT (49.15730645 10.037275487134725),0171-7800599, < 50,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Agrargenossenschaft Königshofen eG,Am Sportplatz 9,07613,Heideland ,POINT (50.9992324 11.910927),036691-46016,< 2000,,< 500,,,"<span class=""textformatter-list"">Biogas</span>",,,,
Dawa Agrar GmbH &amp; Co.KG,Am Plan 3,39326,Niedere Börde,POINT (52.19404625 11.53825009636842),039202 59614,> 2000,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Biohof Fäßler GbR,Ruzenweiler 3,88239,Wangen / Karsee,,07506-415,,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Wilmsen,Bossendell 4,47546,Kalkar,POINT (51.7422197 6.331479534362998),0175-5717751,< 500,,< 50,,< 100,"<span class=""textformatter-list"">Biogas, Photovoltaik, Sonstige</span>",,,,
Mayer GbR,Seeburger Straße 50,72574,Bad Urach,POINT (48.466417 9.444154),07125-937823,< 100,,< 100,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Stubers Hof,Ringstraße 39,88477,Bußmannshausen,POINT (48.1982679 9.95440815584266),0162-6231493,,,,,,,,,,
Röder Lorenz,Hombeer 6,91480,Markt Taschendorf,POINT (49.697516 10.5831258),09552-452,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Grüner Hof GbR,Grüner Hof Straße 22,74930,Ittlingen,POINT (49.1902735 8.936507),,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Blumenstock,Eichwasen 1,74599,Wallhausen,POINT (49.231636800000004 10.083273099143494),07955-634,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 100,,,
Jörg Kautt,Hintere Straße 10,72127,Kusterdingen-Immenhausen,POINT (48.47973455 9.10001030046266),0179-1266042,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,< 5,,
Anzenberg,Anzenberg 1,84437,Reichertsheim,POINT (48.2048479 12.2946122),, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
August Spötzl,Obereichhofen 7,85617,Assling,POINT (48.00351565 11.954709492063719),, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Ralph Plank,Mauerstraße 15,74532,Ilshofen,POINT (49.172308 9.9207521),,,,,,,,,,,
Maurer Landwirtschaft GbR,Erlach 7,74523,Schwäbisch Hall,POINT (49.1430737 9.745791),0791-42699,< 100,,< 50,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Milchviehbetrieb Erbel,Mailach 39,91475,Lonnerstadt,POINT (49.6823722 10.747123),,< 100,,< 100,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Familie Scheer,Brackenlohr 8,97215,Uffenheim,POINT (49.5456222 10.1751026),09848-344, < 50,,,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,< 5,,
Kerscher-Huber,Wachlkofen 3,84160,Frontenhausen,POINT (48.4876037 12.5483144),08722-531,,,,,,,,,,
Seiler,Ecking 2,84371,Triftern,POINT (48.375338 13.052234),08562-824,,,,,,,,,,
Hermann Heindl,Oberndorf 3,84140,Gangkofen,POINT (48.4646336 12.6071145),08722-910820,,,,,,,,,,
Jochen Eißler,Forsthausstraße 9,72119,Ammerbuch,POINT (48.572391100000004 8.958361387741768),07073-913698, < 50,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 10,,,
Becker - Das Weingut,Römerstraße 1,55129,Mainz-Ebersheim,POINT (49.91386005 8.245322249513839),06136-9522100 , < 50,,,,< 5,,< 5,,,> 10
Gossler Gbr,Schwambachstraße 4,91481,Altershausen,POINT (49.6728138 10.5992733),09166-361, < 50,,< 50,< 50,,,,,,
Seidel,Adlerstrasse 13,90513,Zirndorf,POINT (49.4420123 10.9127666),091199442932, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Bernhard Dambacher,Senzenberg 5,74426,Buehlerzell,,07974-371,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Schönbuchhof,Schönbuchhof 2,72141,Walddorfhäslach,POINT (48.5942149 9.1615655),0177-3445321,< 500,,< 100,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Weghorn,Hardhof 2,90579,Langenzenn,POINT (49.4967092 10.785273),09101-2462, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Pinsenschaum GbR,Roßbach 28,91460,Baudenbach,POINT (49.6474893 10.5622946),09166-594,< 100,,< 100,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Baisl,Gilgöd 9,84571,Reischach,POINT (48.2926879 12.7056637),,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Matthias &amp; Herbert Franz GbR,Vacher Kirchenweg 1,90768,Fürth,POINT (49.52741985 10.967727352449504),0911-764113,,,,,,,,,,
Gerd Lauerhaß,Hauptstraße 21,91456,Stübach,POINT (49.6077358 10.5886828),0173-3566597,,,,,,,,,,
Peter Meyer,Buchklingen 1,91448,Emskirchen,POINT (49.5414981 10.6651864),09104-3119,,,,,,,,,,
Eberlein Elgersdorf,Elgersdorf 5,91448,Emskirchen,POINT (49.5456698 10.7610624),0171-4095150,,,,,,,,,,
Heinz und Florian Weiskopf GbR,Dagenbach 3,90619,Trautskirchen,POINT (49.4447682 10.5768188),09107-96603,,,,,,,,,,
Tobias Niklas,Frickendorf 1,90599,Dietenhofen,POINT (49.4175638 10.6106695),09828-9116722,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Engelhardt GbR,Mittelweg 2,90556,Cadolzburg,POINT (49.462552450000004 10.876123138391371),09103-2381,,,,,,,,,,
Manfred Klosha,Borbath 8,91448,Emskirchen,POINT (49.5630859 10.7611221),09104-826909,,,,,,,,,,
Roland Schnappauf,Am Reichenbach 7,91086,Aurachtal,POINT (49.5894454 10.7981639),09132-8783,,,,,,,,,,
Reindler-Ortner GbR,Fröschendorf 13,90619,Trautskirchen,POINT (49.458143 10.5800312),09107-385,,,,,,,,,,
Gerhard Wirsching,Egersdorfer Weg 2,90556,Hiltmannsdorf,POINT (49.4803532 10.8907366),0911-755817,,,,,,,,,,
Niederhöfer,Meiersberg 4,91452,Wilhermsdorf,POINT (49.4681054 10.7252656),0171-3030514,,,,,,,,,,
A + S Hösch GbR,Münchsteinucher Straße 3,91468,Gutenstetten Rockenbach,,0152-31848723,,,,,,,,,,
Klink GbR,Adelhofen 34,97215,Simmershofen,POINT (49.5353317 10.158712749846371),09848-296,,,,,,,,,,
Udo Faßold,In der Höll 15,91462,Dachsbach,POINT (49.6480205 10.6994093),09163-9944434,,,,,,,,,,
Weghorn GbR,Oberfembach 17,91469,Hagenbüchach,POINT (49.5169759 10.7810038),09101-9009274,,,,,,,,,,
Meyer GbR,Bräuersdorf 23,91469,Hagenbüchach,POINT (49.5233767 10.7465815),09101-8974,,,,,,,,,,
Edith und Wolfgang Hußnätter,Bräuersdorf 19,91469,Hagenbüchach,POINT (49.5229449 10.749481),09101-6412,,,,,,,,,,
Werner und Daniel Hußnätter GbR,Bräuersdorf 3,91469,Hagenbüchach,POINT (49.523523 10.7506585),0172-7093091,,,,,,,,,,
Manfred Wedel,Am Aurachgrund 17,91448,Oberniederndorf,POINT (49.5624849 10.7934823),0151-51862737,,,,,,,,,,
Gerhard Schindler,Erlachsmühle 3,91469,Hagenbüchach,POINT (49.518291 10.7688261),09101-8780,,,,,,,,,,
Stefan Heinl,Mausdorfer Straße 4,91074,Herzogenaurach,POINT (49.5443794 10.8271376),09132-9229,,,,,,,,,,
Manfred Brendel,Zweifelsheimer Weg 3,91086,Aurachtal,POINT (49.5683053 10.8144482),09132-9718,,,,,,,,,,
Haag Gerhard + Clemens GbR,Ulsenheim 47,91478,Markt Nordheim,POINT (49.55815495 10.29486371890743),09842-8168,,,,,,,,,,
Milchhof Ströbel,Hohenroth 4,90619,Trautskirchen,POINT (49.4740032 10.59103721148374),09107-96870,,,,,,,,,,
Winnerlein,Straußmühle 1,90616,Neuhof an der Zenn,POINT (49.447399450000006 10.650117598761277),09616-1793,,,,,,,,,,
Milchviehbetrieb Blankenbühler GbR,Fetzelhofen 15,91475,Lonnerstadt,POINT (49.7030741 10.731273),09193-8125,< 100,,< 50,< 50,,,,,,
Agrargenossenschaft Baalberge eG,Umgehungsstraße 30,06406,Bernburg / ,POINT (51.765631400000004 11.798133460388552),03471-312234,,,,,,,,,,
Karl u. Markus Maier GbR,Brühlstraße 8,72149,Neustetten-Remmingsheim,POINT (48.4828352 8.8871971),07472-1406,,,,,,,,,,
Burkhard Trabold,Geisbergstraße 4,74731,Walldürn-Wettersdorf,POINT (49.6309021 9.3855177),0175-9389630,,,,,,,,,,
Fam. Refardt,Markerweg 5,29559,Wrestedt,POINT (52.9146913 10.6675828),0151-70205030,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Regina &amp; Volker Klasen,Wittighöfer Straße 71,32657,Lemgo,POINT (52.0410422 8.851371113178047),05261-6330,< 500,,,,< 50,"<span class=""textformatter-list"">Biogas</span>",,,,
Röger GbR,Baderhof 1,89407,Dillingen Schretzheim,,09071-726100,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 10,,,
Brandmüller Guntersberg,Guntersberg 92,84543,Winhöring,POINT (48.285671 12.675235),, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Reitanlage Drechsler,Zum Lindenholz 3,91085,Weisendorf,POINT (49.6245648 10.7979187),09135-8179,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
E. Horrmann,Birkenweg 1,39221,Welsleben,,039296-20479,,,,,,,,,,
Peter und Heidi Schmidt GbR,An der Wildstange 100,91460,Baudenbach,,09164-209,< 100,,< 50,,,,,,,
Gottfried Rummel,Krautostheim 23,91484,Sugenheim,POINT (49.577689 10.386686),09165-423, < 50,,,,,"<span class=""textformatter-list"">Biogas, Photovoltaik, Sonstige</span>",,,,
Endres Herbert u. Armin GbR,Krautostheim 41,91484,Sugenheim,POINT (49.577689 10.386686),09165-327,,,,,,,,,,
Milchviehbetrieb Brandt,Hermersdorf 17,91487,Vestenbergsgreuth,POINT (49.6909437 10.66933),09552-921661,,,,,,,,,,
